iter	MultiClass
459	0.1354698557
460	0.135258426
461	0.1350574958
462	0.1348824114
463	0.1344621707
464	0.1342696399
465	0.1341048038
466	0.1339801315
467	0.133515332
468	0.1333008194
469	0.1330830543
470	0.1329408939
471	0.132772848
472	0.1325463623
473	0.1324783564
474	0.1322769241
475	0.1321016341
476	0.1318482197
477	0.1317215518
478	0.1315787065
479	0.1313781297
480	0.1309152437
481	0.1306533895
482	0.1302803714
483	0.1296084882
484	0.1291983946
485	0.1290523255
486	0.128870192
487	0.1285923728
488	0.1283492852
489	0.1281784139
490	0.1279574086
491	0.1278317707
492	0.1275401489
493	0.1272336702
494	0.1269058325
495	0.126492838
496	0.126392653
497	0.1262594903
498	0.1259233899
499	0.1257376705
500	0.1256306511
501	0.1254708286
502	0.1253661019
503	0.1244259772
504	0.1243483867
505	0.1241778372
506	0.123673468
507	0.1235463007
508	0.1234403151
509	0.1231707251
510	0.1229639094
511	0.1229012142
512	0.1227616694
513	0.1226956745
514	0.1223684335
515	0.1222618854
516	0.1219659371
517	0.1218497684
518	0.1213427127
519	0.121261504
520	0.1210552633
521	0.1207296257
522	0.1205569863
523	0.1204090015
524	0.1203023633
525	0.1202544692
526	0.1201842075
527	0.1201264995
528	0.1200588463
529	0.1199476416
530	0.1192848477
531	0.1192210181
532	0.1191455378
533	0.1188605306
534	0.1187170037
535	0.1184815564
536	0.1183836882
537	0.1183177651
538	0.1180088773
539	0.1178543619
540	0.1176060664
541	0.1173304435
542	0.1166629616
543	0.1165191676
544	0.1162646814
545	0.1162032595
546	0.1158117067
547	0.1157034623
548	0.1153594382
549	0.1150488738
550	0.1149646406
551	0.1146712479
552	0.1145874498
553	0.1143507855
554	0.1140661865
555	0.1136676477
556	0.1134096642
557	0.1132098192
558	0.113111841
559	0.1124216003
560	0.1123216486
561	0.112265098
562	0.1121389798
563	0.1120107477
564	0.1119647995
565	0.1118268592
566	0.1117011145
567	0.1115210564
568	0.1111809549
569	0.110741132
570	0.110572641
571	0.1104130992
572	0.1100942964
573	0.1100344849
574	0.1098517295
575	0.1097542581
576	0.1096763592
577	0.1096350825
578	0.1095151983
579	0.1094134723
580	0.1092617138
581	0.1091560273
582	0.1089619119
583	0.1088773318
584	0.1084272516
585	0.1083525818
586	0.1081852887
587	0.107983495
588	0.1078827992
589	0.1077485745
590	0.1076866107
591	0.1076143918
592	0.1074614057
593	0.1073153701
594	0.107218341
595	0.1071421748
596	0.1069154765
597	0.1066075635
598	0.1065340403
599	0.1061926126
600	0.1059956658
601	0.1057305241
602	0.1055266884
603	0.105432233
604	0.1053910862
605	0.1052297404
606	0.1050911087
607	0.10493459
608	0.1047866295
609	0.1046083355
610	0.1044498378
611	0.1043934978
612	0.1042786087
613	0.1039914286
614	0.1038821464
615	0.1038201121
616	0.1037010257
617	0.1035854411
618	0.1035327327
619	0.1032426813
620	0.1030547713
621	0.1029391049
622	0.1026776296
623	0.1025613607
624	0.102422563
625	0.1022403397
626	0.1020742931
627	0.10191792
628	0.1017294358
629	0.1016777639
630	0.1015370109
631	0.101425566
632	0.1013099091
633	0.1010490229
634	0.1008385728
635	0.1005971767
636	0.100480131
637	0.1003441775
638	0.1002674479
639	0.1001443733
640	0.1000168236
641	0.09990681566
642	0.09972679217
643	0.09959583261
644	0.09937090905
645	0.09904267507
646	0.0988559178
647	0.09875901755
648	0.09868113581
649	0.09858258284
650	0.09844025456
651	0.09840823547
652	0.09833729238
653	0.09820466232
654	0.09798362861
655	0.0977955523
656	0.09762846521
657	0.09745887795
658	0.09724713456
659	0.09696758402
660	0.09656252153
661	0.0963845901
662	0.09605641631
663	0.09581938744
664	0.09568747829
665	0.09543825217
666	0.095318998
667	0.09516967963
668	0.09509040551
669	0.09499172142
670	0.09486158213
671	0.09479367882
672	0.09474078519
673	0.09459636834
674	0.09448432355
675	0.09439766545
676	0.09424976218
677	0.09404814916
678	0.09383009119
679	0.09358462998
680	0.09341707544
681	0.09303354991
682	0.09293700532
683	0.09282049038
684	0.09263707711
685	0.09260455781
686	0.09255558253
687	0.09249865298
688	0.092444732
689	0.09237927822
690	0.09212342621
691	0.09208753763
692	0.09207064241
693	0.09184755301
694	0.09149051863
695	0.09141358457
696	0.0912201332
697	0.09112957915
698	0.09098013346
699	0.09086210252
700	0.0908209813
701	0.09073105994
702	0.09067329903
703	0.0903953498
704	0.09025254699
705	0.09006002071
706	0.08997898722
707	0.0894429181
708	0.08896046562
709	0.08886865449
710	0.08877706413
711	0.08855239712
712	0.08849705565
713	0.08836233467
714	0.0882751564
715	0.08808681973
716	0.08791196072
717	0.08779766945
718	0.08767540558
719	0.08751160096
720	0.08746068886
721	0.08738691053
722	0.08731950543
723	0.08711594719
724	0.08694889586
725	0.08678315444
726	0.08673451136
727	0.08667369553
728	0.08655020283
729	0.08651541289
730	0.08633515469
731	0.08621136662
732	0.08598853431
733	0.08582623855
734	0.08570492656
735	0.08548519677
736	0.08523703118
737	0.08515527879
738	0.08512102412
739	0.08509603477
740	0.0849981799
741	0.0849109659
742	0.08483752974
743	0.08475544081
744	0.08470078799
745	0.08454872976
746	0.08440544445
747	0.08424954464
748	0.08421021297
749	0.08400723518
750	0.08394382182
751	0.08386503544
752	0.08366000165
753	0.08346347857
754	0.0832617446
755	0.08317265699
756	0.08304093692
757	0.08289628505
758	0.08280964283
759	0.08267958611
760	0.08255604694
761	0.0824924757
762	0.08232035597
763	0.0823021621
764	0.08219738851
765	0.08212552573
766	0.08211034601
767	0.08202149291
768	0.08191450313
769	0.08189990658
770	0.08184200833
771	0.08162857578
772	0.08150293075
773	0.08129178699
774	0.08123099287
775	0.08107653854
776	0.08092674452
777	0.08080088928
778	0.08063723382
779	0.08052231401
780	0.08038514132
781	0.08021028752
782	0.08012608797
783	0.08008215311
784	0.07987895585
785	0.07964031265
786	0.07946666781
787	0.07930731189
788	0.07904578902
789	0.07891392805
790	0.0787651956
791	0.07859659536
792	0.07857624116
793	0.07845072924
794	0.07836469662
795	0.07832948671
796	0.07826266278
797	0.07820835387
798	0.07813535787
799	0.07796909144
800	0.07790167698
801	0.07780781648
802	0.07774096738
803	0.07767373574
804	0.07754259737
805	0.07750630046
806	0.07725630322
807	0.07711746416
808	0.07705902374
809	0.07687309659
810	0.07678402017
811	0.07669514681
812	0.07658069811
813	0.07645279189
814	0.07640589321
815	0.07638542608
816	0.07614366403
817	0.07600773452
818	0.07580184158
819	0.07576787925
820	0.07565444917
821	0.0754536664
822	0.07539195513
823	0.07531423208
824	0.07514647167
825	0.07504384361
826	0.07498648484
827	0.07489999462
828	0.07487277886
829	0.07479717262
830	0.07474138377
831	0.07462868783
832	0.0744421822
833	0.07436576121
834	0.07425558825
835	0.07420916174
836	0.07416129682
837	0.07397551481
838	0.07392413268
839	0.07372528785
840	0.07369218107
841	0.07356743444
842	0.07343724747
843	0.07339586996
844	0.07327817995
845	0.07313626668
846	0.07304849376
847	0.07289270158
848	0.07284988645
849	0.0725508557
850	0.07242478761
851	0.07237303866
852	0.07226467696
853	0.07211311812
854	0.07206983462
855	0.07203642132
856	0.07196194732
857	0.07187300948
858	0.07184024849
859	0.07176643286
860	0.07166244891
861	0.07158876279
862	0.07150516364
863	0.07147604695
864	0.07143344828
865	0.07138538814
866	0.07131065948
867	0.07128912786
868	0.07113131096
869	0.07105467503
870	0.07091229198
871	0.07076386962
872	0.07071579769
873	0.07061385245
874	0.07055700723
875	0.07050107696
876	0.07033217032
877	0.07024832095
878	0.07018161914
879	0.07011031993
880	0.07002026036
881	0.06993965956
882	0.0697112922
883	0.06968096289
884	0.0696309135
885	0.06959054627
886	0.06952022944
887	0.06942187153
888	0.06939915423
889	0.06931565847
890	0.06916072293
891	0.06909984235
892	0.06900870993
893	0.06897565398
894	0.06883351322
895	0.06879393404
896	0.06862344187
897	0.06852941482
898	0.06840634754
899	0.06837588764
900	0.06826725266
901	0.06821480593
902	0.06803578234
903	0.0679055932
904	0.06787476594
905	0.06779663672
906	0.06765703762
907	0.06759098291
908	0.06753739036
909	0.06740241834
910	0.06734670516
911	0.0672750169
912	0.0671021949
913	0.06701598237
914	0.06694675773
915	0.06686239023
916	0.06668166108
917	0.06658522782
918	0.06656746322
919	0.06650374156
920	0.0664276303
921	0.06636423324
922	0.06630682361
923	0.06623039915
924	0.06616460863
925	0.0660503456
926	0.06602463459
927	0.0658481448
928	0.06580159195
929	0.06572041721
930	0.06565376376
931	0.06557018983
932	0.06548000174
933	0.0654337392
934	0.06538833695
935	0.06531833577
936	0.0651919704
937	0.06515137128
938	0.06505594465
939	0.06496071571
940	0.06478931186
941	0.06473931273
942	0.06460570474
943	0.06453708999
944	0.06450920161
945	0.06443456651
946	0.06439276052
947	0.06419762661
948	0.06409877491
949	0.0639466791
950	0.06384975773
951	0.06377170048
952	0.06370528743
953	0.0636496574
954	0.06353123971
955	0.06348201837
956	0.06338837991
957	0.06331428512
958	0.06315371186
959	0.06301823124
960	0.06294537254
961	0.06273735709
962	0.062617074
963	0.06258542754
964	0.06253357724
965	0.06249973896
966	0.06245033286
967	0.06234659108
968	0.06225028362
969	0.06223594524
970	0.0621831781
971	0.06212525427
972	0.06203579338
973	0.06200083557
974	0.0619235965
975	0.06181458704
976	0.06176326514
977	0.06167964928
978	0.06154052646
979	0.06144546513
980	0.06139542128
981	0.06133156496
982	0.06116312701
983	0.06112892898
984	0.06101131885
985	0.06092846304
986	0.060888584
987	0.06085933302
988	0.0607417387
989	0.06067453903
990	0.06059419919
991	0.06053369173
992	0.06051361711
993	0.06047923614
994	0.06033776559
995	0.06019437283
996	0.06014400801
997	0.06004250467
998	0.05995456573
999	0.05989488323
1000	0.05987624733
1001	0.05984775983
1002	0.05975053415
1003	0.05968936194
1004	0.05961460004
1005	0.05957623112
1006	0.0594752746
1007	0.05929257
1008	0.05925376135
1009	0.05920977043
1010	0.05916645312
1011	0.05904272351
1012	0.0589620996
1013	0.05891602023
1014	0.058863327
1015	0.05878408644
1016	0.05875386203
1017	0.05862167162
1018	0.05855204278
1019	0.0584517654
1020	0.05838716412
1021	0.05831968848
1022	0.05827291163
1023	0.0582044018
1024	0.05816650676
1025	0.05814092598
1026	0.05808222331
1027	0.05801812098
1028	0.05796778545
1029	0.05790714098
1030	0.05788502035
1031	0.05786763578
1032	0.05781632337
1033	0.0577309133
1034	0.05766819849
1035	0.05762642316
1036	0.05752003256
1037	0.05748019341
1038	0.05732969378
1039	0.05726479061
1040	0.05722475043
1041	0.05715634649
1042	0.05713113886
1043	0.05703568763
1044	0.05694474872
1045	0.05688987703
1046	0.05678409937
1047	0.05669480937
1048	0.05666036875
1049	0.05663894043
1050	0.0566072858
1051	0.05654025026
1052	0.05643990306
1053	0.05638147984
1054	0.05633410651
1055	0.05630003156
1056	0.05623390894
1057	0.0561181488
1058	0.05609989255
1059	0.05607046209
1060	0.05596102453
1061	0.0558362099
1062	0.05580670495
1063	0.05573603034
1064	0.05570019249
1065	0.05568404132
1066	0.05563742227
1067	0.05561999083
1068	0.05555840256
1069	0.05551925094
1070	0.05544854322
1071	0.05537184404
1072	0.05535110496
1073	0.0551028974
1074	0.05504344801
1075	0.05501597242
1076	0.05499235033
1077	0.05494809487
1078	0.05489619713
1079	0.05483924801
1080	0.05475521387
1081	0.05472903744
1082	0.05465304172
1083	0.05463653738
1084	0.05458519343
1085	0.05451238963
1086	0.05445882565
1087	0.05440660362
1088	0.05436044911
1089	0.05431719597
1090	0.05425452986
1091	0.05422344619
1092	0.05418272097
1093	0.05412992248
1094	0.05403962036
1095	0.05399068647
1096	0.05396377147
1097	0.05392177149
1098	0.05389143256
1099	0.053865564
1100	0.0537650082
1101	0.05370313112
1102	0.05355863099
1103	0.0535206629
1104	0.05343979902
1105	0.05334658657
1106	0.0532759618
1107	0.05320576264
1108	0.05314739509
1109	0.0531095654
1110	0.05306480859
1111	0.05304488838
1112	0.05301876186
1113	0.05298326977
1114	0.05291676519
1115	0.05281918532
1116	0.05276982707
1117	0.05261611184
1118	0.05258194241
1119	0.05254679557
1120	0.05249310477
1121	0.05247034167
1122	0.0524323594
1123	0.05236657981
1124	0.05229920572
1125	0.05226993691
1126	0.05220040393
1127	0.0521292805
1128	0.05207774422
1129	0.0520238055
1130	0.05196927822
1131	0.05193627544
1132	0.05186555121
1133	0.05177140195
1134	0.05174903053
1135	0.05168316363
1136	0.05162138934
1137	0.05159864401
1138	0.05156495358
1139	0.05152150749
1140	0.05146324754
1141	0.05138753908
1142	0.05131171301
1143	0.05129328085
1144	0.05128063631
1145	0.05124336917
1146	0.0512149731
1147	0.05115688698
1148	0.05112410383
1149	0.05106275182
1150	0.0509644658
1151	0.05094101297
1152	0.0508560434
1153	0.05081875453
1154	0.05079883327
1155	0.05075226369
1156	0.05067437088
1157	0.05065849761
1158	0.0505538984
1159	0.05050639449
1160	0.05048125509
1161	0.05044282757
1162	0.05038223888
1163	0.05034619284
1164	0.05031325222
1165	0.05028671523
1166	0.05022443185
1167	0.05020238977
1168	0.05018845742
1169	0.05015945889
1170	0.05007609902
1171	0.04991715474
1172	0.04987388637
1173	0.04979520544
1174	0.04977930106
1175	0.04967569541
1176	0.0496193843
1177	0.04958100501
1178	0.04946205615
1179	0.04932383877
1180	0.04926461422
1181	0.04916756855
1182	0.04905958226
1183	0.04894113742
1184	0.04889226652
1185	0.04878658355
1186	0.04874050866
1187	0.04868101634
1188	0.04864242824
1189	0.04859153495
1190	0.04851066009
1191	0.04841485104
1192	0.04840148935
1193	0.04831603126
1194	0.04827226142
1195	0.04824546344
1196	0.04819224237
1197	0.0481210125
1198	0.04810122374
1199	0.04807806796
1200	0.04805530241
1201	0.04799389413
1202	0.04798324989
1203	0.04794617128
1204	0.04792003151
1205	0.04787808205
1206	0.04783858553
1207	0.04782748713
1208	0.04774398985
1209	0.04770393868
1210	0.04764275932
1211	0.04757667202
1212	0.04755156549
1213	0.04751502903
1214	0.04750383744
1215	0.04747232592
1216	0.04745754829
1217	0.04743623085
1218	0.04736852294
1219	0.04729656166
1220	0.04722771622
1221	0.04715088342
1222	0.04713881708
1223	0.04709381025
1224	0.04697556364
1225	0.04691584576
1226	0.04679809097
1227	0.04672893
1228	0.04667138973
1229	0.04664615295
1230	0.04658893483
1231	0.0465452905
1232	0.04650829812
1233	0.04645684818
1234	0.04639646899
1235	0.04632357383
1236	0.04630989457
1237	0.04627505282
1238	0.0462599764
1239	0.04620395718
1240	0.04617054441
1241	0.0461532507
1242	0.04612933816
1243	0.04611580448
1244	0.04606963485
1245	0.04601784406
1246	0.04594450446
1247	0.04591880786
1248	0.04588629829
1249	0.04586322189
1250	0.04583261494
1251	0.04568787333
1252	0.04555345129
1253	0.04553879059
1254	0.04542500256
1255	0.04537121144
1256	0.04535593065
1257	0.04531628419
1258	0.04528279245
1259	0.04524474808
1260	0.04520326627
1261	0.04518621885
1262	0.04515783751
1263	0.04513489757
1264	0.04509216898
1265	0.04501379028
1266	0.04489909636
1267	0.04479166652
1268	0.04471273715
1269	0.04469582122
1270	0.04459925832
1271	0.04453315783
1272	0.04448942494
1273	0.04446728881
1274	0.04431274507
1275	0.04425493218
1276	0.04419121944
1277	0.04416068866
1278	0.04409961985
1279	0.04404607503
1280	0.04399631704
1281	0.04398232969
1282	0.04391225341
1283	0.04386598167
1284	0.04383673145
1285	0.04381126626
1286	0.04377585162
1287	0.04375914306
1288	0.0437189822
1289	0.04367681874
1290	0.04362740997
1291	0.04358674482
1292	0.0435405975
1293	0.04350318193
1294	0.04347616585
1295	0.04344798534
1296	0.04343619697
1297	0.04333024831
1298	0.04329630482
1299	0.04327756962
1300	0.04324386706
1301	0.04319939673
1302	0.04310639875
1303	0.04303709616
1304	0.04298823607
1305	0.04294517957
1306	0.04284674203
1307	0.04282203285
1308	0.04277416416
1309	0.04273852156
1310	0.04269988425
1311	0.04265170819
1312	0.04260553809
1313	0.04259335531
1314	0.04256987537
1315	0.04255982374
1316	0.04253763024
1317	0.0424472261
1318	0.04241559294
1319	0.04233721529
1320	0.04231685513
1321	0.04229403248
1322	0.04225123971
1323	0.04221054287
1324	0.04218445827
1325	0.04211245594
1326	0.04208807413
1327	0.04204885879
1328	0.04202069611
1329	0.04200184489
1330	0.04197757851
1331	0.04196295651
1332	0.04188966146
1333	0.0418619311
1334	0.04182361017
1335	0.04174476274
1336	0.04172600767
1337	0.04168231011
1338	0.04163411548
1339	0.04158598249
1340	0.04155367048
1341	0.04154643627
1342	0.04152346146
1343	0.04144082447
1344	0.04141906929
1345	0.04140346393
1346	0.04136526037
1347	0.04130970252
1348	0.04124374926
1349	0.04121126702
1350	0.04117364205
1351	0.04113716952
1352	0.04105628861
1353	0.04100963857
1354	0.04098361629
1355	0.04094779232
1356	0.04091561311
1357	0.04086081112
1358	0.04083682563
1359	0.04081640054
1360	0.04078194488
1361	0.04073752207
1362	0.04070462483
1363	0.04069703176
1364	0.040688289
1365	0.04064260264
1366	0.04060014145
1367	0.04054854698
1368	0.04054249401
1369	0.04053062485
1370	0.04049019562
1371	0.04047399913
1372	0.04045764549
1373	0.04043188502
1374	0.04042580505
1375	0.04035844191
1376	0.04025084843
1377	0.04023441535
1378	0.04022714792
1379	0.04018418288
1380	0.04014262625
1381	0.04011072574
1382	0.04006491334
1383	0.04001797964
1384	0.03999158348
1385	0.03996935861
1386	0.0399088452
1387	0.03988975103
1388	0.03984629843
1389	0.0398386701
1390	0.03980303601
1391	0.03976561648
1392	0.03971180769
1393	0.03969890637
1394	0.03966800961
1395	0.03964239578
1396	0.03961131425
1397	0.03956789241
1398	0.03953901588
1399	0.03946446381
1400	0.0393472296
1401	0.03931750753
1402	0.03926620952
1403	0.03924639386
1404	0.0392368348
1405	0.03919641802
1406	0.03919299674
1407	0.03916262684
1408	0.03914650936
1409	0.03907243209
1410	0.03904232283
1411	0.03900397436
1412	0.03895864582
1413	0.03893505761
1414	0.03891076027
1415	0.03888052098
1416	0.03886303305
1417	0.03881575501
1418	0.03872246297
1419	0.03870862394
1420	0.03866480271
1421	0.03862165396
1422	0.03858981273
1423	0.03853824964
1424	0.03852569852
1425	0.03851913958
1426	0.03846981565
1427	0.03846572357
1428	0.03843277059
1429	0.03841129752
1430	0.03836876696
1431	0.03832945666
1432	0.03823797207
1433	0.03820246295
1434	0.03818102415
1435	0.03815069343
1436	0.03813687907
1437	0.03812590967
1438	0.03808545749
1439	0.03798138906
1440	0.03795927498
1441	0.03794396064
1442	0.03790067588
1443	0.03789045626
1444	0.03786053581
1445	0.03783214827
1446	0.03779855367
1447	0.03778332171
1448	0.03777050944
1449	0.03773770788
1450	0.0377011906
1451	0.03763667869
1452	0.03760349529
1453	0.03757617629
1454	0.03753435723
1455	0.03750155922
1456	0.03746454682
1457	0.0374234667
1458	0.03740737424
1459	0.03738337575
1460	0.03736553623
1461	0.0373305861
1462	0.03730083488
1463	0.03729071814
1464	0.03723631566
1465	0.03721843845
1466	0.03720613874
1467	0.03718227218
1468	0.03712535432
1469	0.03707783667
1470	0.03706160251
1471	0.03703345932
1472	0.03697383617
1473	0.03695950656
1474	0.03690204069
1475	0.03688200553
1476	0.03681916647
1477	0.03680597636
1478	0.03675363495
1479	0.03674234856
1480	0.03673541922
1481	0.03672424851
1482	0.03669076885
1483	0.03657016682
1484	0.03654348011
1485	0.03653751532
1486	0.03648831635
1487	0.03644237973
1488	0.03641323093
1489	0.0363984871
1490	0.03638853485
1491	0.03634970832
1492	0.03627806699
1493	0.03626994436
1494	0.03626280632
1495	0.03621505118
1496	0.03616469612
1497	0.03604689331
1498	0.0360361723
1499	0.03600477147
1500	0.0359941994
1501	0.03596276579
1502	0.03586802506
1503	0.03580487376
