iter	MultiClass
1504	0.03576486651
1505	0.03575295159
1506	0.03572630198
1507	0.03569358346
1508	0.03566977683
1509	0.03564890766
1510	0.03561841624
1511	0.03560579045
1512	0.03558432831
1513	0.03555908909
1514	0.03555004264
1515	0.0355352797
1516	0.03551237783
1517	0.03544570409
1518	0.03543083564
1519	0.03535857405
1520	0.0353218589
1521	0.03527268523
1522	0.03525905769
1523	0.03523883588
1524	0.03518631266
1525	0.03513770217
1526	0.03511263726
1527	0.03510040792
1528	0.03507326793
1529	0.0350399469
1530	0.03502062596
1531	0.03497304325
1532	0.03494672904
1533	0.03491090684
1534	0.0348881741
1535	0.03485961424
1536	0.03483163778
1537	0.03474809428
1538	0.03469079435
1539	0.034672195
1540	0.03466482255
1541	0.03464699118
1542	0.03460076129
1543	0.03459542139
1544	0.03458975553
1545	0.03457921095
1546	0.03456840193
1547	0.03451826573
1548	0.03450839399
1549	0.03440879353
1550	0.03435730292
1551	0.03432248317
1552	0.03430628156
1553	0.03428535091
1554	0.03424514343
1555	0.03423665719
1556	0.03419411086
1557	0.03418122354
1558	0.03415456336
1559	0.03408053878
1560	0.03405016703
1561	0.03402360236
1562	0.033997106
1563	0.03395711667
1564	0.03392861607
1565	0.03390370401
1566	0.03386171135
1567	0.03384131517
1568	0.033823036
1569	0.03379798713
1570	0.03378913352
1571	0.03377640544
1572	0.0337470274
1573	0.03372567449
1574	0.03371076235
1575	0.03367367743
1576	0.03364404384
1577	0.0336147473
1578	0.03360800257
1579	0.03359981376
1580	0.03358375877
1581	0.03356436869
1582	0.03353431678
1583	0.03349287855
1584	0.03341333935
1585	0.03337431926
1586	0.03334184186
1587	0.03332694173
1588	0.03328424197
1589	0.03326358375
1590	0.03326140499
1591	0.03325206854
1592	0.03317861832
1593	0.03315916888
1594	0.03310345191
1595	0.03308133725
1596	0.03305240213
1597	0.03300744215
1598	0.03299295731
1599	0.03296048452
1600	0.0329310936
1601	0.0329184812
1602	0.0328876605
1603	0.03286578286
1604	0.03279855821
1605	0.0327124738
1606	0.03270134723
1607	0.03268728768
1608	0.03265842615
1609	0.03265276323
1610	0.03263277063
1611	0.03258671025
1612	0.03256406399
1613	0.03254000559
1614	0.03251201729
1615	0.03248998282
1616	0.03247749677
1617	0.03247056378
1618	0.03245135497
1619	0.03244131522
1620	0.0324103564
1621	0.03238891924
1622	0.03237264981
1623	0.03236597382
1624	0.0323575817
1625	0.03235321528
1626	0.0323335593
1627	0.03232187585
1628	0.03230929698
1629	0.0322945306
1630	0.03228900308
1631	0.03227595713
1632	0.03224394065
1633	0.0322202283
1634	0.0321983526
1635	0.0321414381
1636	0.03210639782
1637	0.03209637299
1638	0.03208589155
1639	0.03204781889
1640	0.03203487238
1641	0.0319962388
1642	0.03198844999
1643	0.03195540585
1644	0.03193740165
1645	0.03189423477
1646	0.03182531358
1647	0.03181791828
1648	0.03178864118
1649	0.03175771459
1650	0.0317417753
1651	0.03172646912
1652	0.0317072053
1653	0.03165458768
1654	0.03163767316
1655	0.03160159
1656	0.03156974989
1657	0.03150716339
1658	0.03148059692
1659	0.03146048559
1660	0.03143538305
1661	0.03139124377
1662	0.03137724984
1663	0.03136249885
1664	0.03134701766
1665	0.03131640081
1666	0.03130528313
1667	0.03127390013
1668	0.03123991176
1669	0.03120973911
1670	0.03118038181
1671	0.03115520028
1672	0.03110951578
1673	0.03105309303
1674	0.03104002611
1675	0.03102567699
1676	0.03101672525
1677	0.03099571214
1678	0.03098656215
1679	0.03097590521
1680	0.03094294563
1681	0.03093214805
1682	0.03090498538
1683	0.03089491251
1684	0.03087901985
1685	0.03086295059
1686	0.03085572879
1687	0.03082255598
1688	0.030765999
1689	0.03072598856
1690	0.03071009589
1691	0.03069724806
1692	0.03068034166
1693	0.03065984621
1694	0.03062780616
1695	0.03061245712
1696	0.03059262281
1697	0.03057912462
1698	0.03055320997
1699	0.03054261025
1700	0.0305280838
1701	0.03050355214
1702	0.03048688548
1703	0.03045030498
1704	0.03042899922
1705	0.03041351089
1706	0.0303749557
1707	0.03034820851
1708	0.0303311642
1709	0.03031318398
1710	0.03025239965
1711	0.03024693292
1712	0.03020521956
1713	0.03018904041
1714	0.03015100072
1715	0.03008168215
1716	0.03006135719
1717	0.03005394614
1718	0.02996683703
1719	0.029933618
1720	0.02989619747
1721	0.02988882134
1722	0.02986646109
1723	0.02985620177
1724	0.02982432838
1725	0.02979562166
1726	0.02978788647
1727	0.02977501405
1728	0.02976997605
1729	0.02975130381
1730	0.02972918962
1731	0.02971701557
1732	0.02970514238
1733	0.02968077711
1734	0.02966572978
1735	0.02965347843
1736	0.02963047939
1737	0.02959581786
1738	0.02955728285
1739	0.02955498774
1740	0.02954898805
1741	0.02951529956
1742	0.02950357105
1743	0.02946820271
1744	0.02944010039
1745	0.029414712
1746	0.0294062155
1747	0.0293900099
1748	0.02935818421
1749	0.02933899745
1750	0.02932034308
1751	0.02925419058
1752	0.02924316226
1753	0.02923549812
1754	0.02922345921
1755	0.02919048094
1756	0.02916786532
1757	0.02915221322
1758	0.02913925433
1759	0.02912971842
1760	0.02911078127
1761	0.0290988514
1762	0.02908486219
1763	0.02906572117
1764	0.02903061955
1765	0.02901576022
1766	0.0290071893
1767	0.02899161092
1768	0.02896584385
1769	0.02895528108
1770	0.02894013723
1771	0.02893479635
1772	0.02891623831
1773	0.02889822948
1774	0.0288537156
1775	0.02885118432
1776	0.02882778553
1777	0.02880953599
1778	0.02878044612
1779	0.0287663588
1780	0.02874927699
1781	0.0287408553
1782	0.02872775314
1783	0.02869421926
1784	0.02866700959
1785	0.0286497222
1786	0.02864498485
1787	0.02863424142
1788	0.02859899152
1789	0.02859076389
1790	0.02852976245
1791	0.02850697187
1792	0.02848806618
1793	0.02846944468
1794	0.0284500636
1795	0.02842153163
1796	0.02840627532
1797	0.02837821534
1798	0.02836814239
1799	0.02835732849
1800	0.02832137591
1801	0.02829533366
1802	0.02828971673
1803	0.02827431267
1804	0.02826730154
1805	0.02825190356
1806	0.02821880122
1807	0.02820932671
1808	0.02817191997
1809	0.02816552346
1810	0.02816007303
1811	0.02811307877
1812	0.02809042937
1813	0.02807279522
1814	0.02805863224
1815	0.02804570172
1816	0.02803582144
1817	0.02802412027
1818	0.02801224076
1819	0.02799781998
1820	0.02797050913
1821	0.02790996355
1822	0.0278876207
1823	0.02788007261
1824	0.02786506137
1825	0.02785851577
1826	0.02784687228
1827	0.02780027414
1828	0.02778708639
1829	0.02777115519
1830	0.02774736892
1831	0.02772112601
1832	0.02770461581
1833	0.02768748762
1834	0.02766385436
1835	0.02765728949
1836	0.02762997095
1837	0.02761832075
1838	0.02760322251
1839	0.02756088009
1840	0.02751824368
1841	0.02749279647
1842	0.02748512869
1843	0.02746819433
1844	0.02745423601
1845	0.0274387167
1846	0.02738441734
1847	0.02733945734
1848	0.02732903975
1849	0.02729667005
1850	0.02729261266
1851	0.02728496188
1852	0.02726748143
1853	0.02723144688
1854	0.02722501933
1855	0.0272058921
1856	0.02719414474
1857	0.02717943659
1858	0.02716971368
1859	0.02715728652
1860	0.02714941418
1861	0.02713007291
1862	0.02709868475
1863	0.02705721865
1864	0.02704315891
1865	0.02703167439
1866	0.02701747235
1867	0.02701348417
1868	0.02700420183
1869	0.02699959308
1870	0.02695662741
1871	0.02694546178
1872	0.02690750083
1873	0.02689918115
1874	0.02688572031
1875	0.02687521419
1876	0.02683784109
1877	0.02682797508
1878	0.02679839138
1879	0.02679206962
1880	0.02676958393
1881	0.0267427988
1882	0.02672632311
1883	0.02669198882
1884	0.02667829896
1885	0.02663991371
1886	0.02662904135
1887	0.02662256845
1888	0.02660014871
1889	0.02658930011
1890	0.0265804177
1891	0.02656859447
1892	0.02655288508
1893	0.02653002277
1894	0.02651764142
1895	0.02650928258
1896	0.02646811954
1897	0.02646329698
1898	0.02642180599
1899	0.02640845093
1900	0.02639581023
1901	0.0263647691
1902	0.02635767686
1903	0.02633399397
1904	0.0263076214
1905	0.02627169091
1906	0.0262600395
1907	0.02624032556
1908	0.02623281343
1909	0.02619445619
1910	0.02615048551
1911	0.0261388675
1912	0.02611949937
1913	0.02610108969
1914	0.02608869447
1915	0.02606068834
1916	0.02603001939
1917	0.02599980828
1918	0.02598142162
1919	0.02596549496
1920	0.02593958051
1921	0.02593069405
1922	0.02591459202
1923	0.02589812402
1924	0.02588645589
1925	0.02587029389
1926	0.02586146606
1927	0.02583261731
1928	0.0258306142
1929	0.02580810692
1930	0.02578362615
1931	0.02575901286
1932	0.02573771177
1933	0.02571586993
1934	0.02569678602
1935	0.02567292641
1936	0.02565717236
1937	0.02564073408
1938	0.0256261711
1939	0.02559420447
1940	0.0255838424
1941	0.02556205916
1942	0.02553473851
1943	0.02552409468
1944	0.02551684912
1945	0.02551077168
1946	0.02549436506
1947	0.02548912768
1948	0.02548055608
1949	0.0254701595
1950	0.0254560286
1951	0.02544071818
1952	0.02540286598
1953	0.02539237364
1954	0.02536844101
1955	0.02535092641
1956	0.02531540859
1957	0.0253089956
1958	0.02530216446
1959	0.02526151122
1960	0.02526025717
1961	0.02524395281
1962	0.02522310967
1963	0.02520735785
1964	0.0252039995
1965	0.02517220189
1966	0.02515027258
1967	0.02514200965
1968	0.0251185217
1969	0.0251130859
1970	0.02509197074
1971	0.0250831334
1972	0.02504164107
1973	0.02503461574
1974	0.02501715259
1975	0.02499465382
1976	0.02497089872
1977	0.02496088648
1978	0.02494561387
1979	0.0249420458
1980	0.02490851679
1981	0.02490642023
1982	0.02487931555
1983	0.02486152988
1984	0.02485267365
1985	0.02481288943
1986	0.02480695407
1987	0.0247951469
1988	0.02476951401
1989	0.02475743273
1990	0.02472937948
1991	0.02471683343
1992	0.02470489388
1993	0.02469258207
1994	0.02466414269
1995	0.02465912554
1996	0.02464778824
1997	0.0246423429
1998	0.02463207225
1999	0.02461992271
2000	0.02460512857
2001	0.02456205549
2002	0.02454956114
2003	0.02453688794
2004	0.02452031988
2005	0.02450702447
2006	0.02449456334
2007	0.0244700826
2008	0.02446143023
2009	0.02443816613
2010	0.02441367662
2011	0.02439219615
2012	0.0243766905
2013	0.02435555286
2014	0.02433012007
2015	0.02430937834
2016	0.02430372268
2017	0.02428875175
2018	0.02426357177
2019	0.02424505896
2020	0.02423243339
2021	0.02419968176
2022	0.02418950962
2023	0.02417677402
2024	0.02416408031
2025	0.02413913393
2026	0.02411776521
2027	0.02409141905
2028	0.02407504218
2029	0.02406844416
2030	0.02406518752
2031	0.02405474745
2032	0.02403891473
2033	0.02403045829
2034	0.02400295608
2035	0.02399028117
2036	0.02398796829
2037	0.02398262785
2038	0.02397802037
2039	0.02397400139
2040	0.02396867974
2041	0.02394832767
2042	0.02394434851
2043	0.02392823906
2044	0.02391513061
2045	0.02390563508
2046	0.02389774226
2047	0.02386795682
2048	0.0238552896
2049	0.02384155698
2050	0.02382831875
2051	0.02381008085
2052	0.02379929315
2053	0.02377481468
2054	0.02376745886
2055	0.02372326233
2056	0.02370076741
2057	0.02369189713
2058	0.02367241683
2059	0.02365300956
2060	0.02362647262
2061	0.02361145963
2062	0.02359277969
2063	0.02358405373
2064	0.02357443011
2065	0.02355357829
2066	0.02355245659
2067	0.02353125528
2068	0.02352112601
2069	0.02347126342
2070	0.0234395322
2071	0.023414446
2072	0.02339933562
2073	0.02339499965
2074	0.02337339635
2075	0.02336344208
2076	0.023350365
2077	0.02334446753
2078	0.02330978715
2079	0.02329537312
2080	0.02328955791
2081	0.02328164682
2082	0.02326259364
2083	0.0232456884
2084	0.02322836745
2085	0.02319727913
2086	0.02318429191
2087	0.02317394148
2088	0.02315041204
2089	0.02312903133
2090	0.02312695701
2091	0.02312040544
2092	0.02310553581
2093	0.02308524721
2094	0.02307587323
2095	0.02305717122
2096	0.02304975368
2097	0.0230039623
2098	0.02297988277
2099	0.02294545489
2100	0.02292841083
2101	0.02290754596
2102	0.02290266304
2103	0.02289412548
2104	0.02287581028
2105	0.02286239081
2106	0.02285760421
2107	0.02284791937
2108	0.02283928248
2109	0.02283397022
2110	0.02282364695
2111	0.02281646227
2112	0.02280100291
2113	0.02279195455
2114	0.02278551773
2115	0.02277482732
2116	0.02274618253
2117	0.02273877469
2118	0.02272409382
2119	0.02269835002
2120	0.02269164016
2121	0.02265738313
2122	0.02265011126
2123	0.02264639665
2124	0.02264346527
2125	0.02262772273
2126	0.02261995135
2127	0.02258051206
2128	0.02257130342
2129	0.0225621712
2130	0.02253455195
2131	0.02252416472
2132	0.02251101246
2133	0.02249991895
2134	0.02248177431
2135	0.02246195846
2136	0.02244670876
2137	0.02243060889
2138	0.02240645788
2139	0.02239085144
2140	0.02236507851
2141	0.02235748511
2142	0.02234715181
2143	0.02230316455
2144	0.02228681817
2145	0.02227374607
2146	0.02226219523
2147	0.02225761999
2148	0.02222666981
2149	0.02221631663
2150	0.02220725921
2151	0.02219092296
2152	0.02217092558
2153	0.02214717132
2154	0.02213849799
2155	0.02213502085
2156	0.02209540587
2157	0.02208395126
2158	0.02207376743
2159	0.0220443098
2160	0.02202639518
2161	0.02202052221
2162	0.0220180921
2163	0.02200984198
2164	0.02199739576
2165	0.02198339974
2166	0.02197027195
2167	0.02196036229
2168	0.02194105746
2169	0.02193220606
2170	0.02192904917
2171	0.02192558606
2172	0.02190355439
2173	0.02189904468
2174	0.0218794977
2175	0.02187095978
2176	0.02184732789
2177	0.02183890868
2178	0.02182407813
2179	0.02180420647
2180	0.02179531602
2181	0.02175014538
2182	0.02172969974
2183	0.02171556199
2184	0.02171166572
2185	0.02169757634
2186	0.02166517132
2187	0.02165391575
2188	0.02163506885
2189	0.02162888801
2190	0.02161979284
2191	0.02160551951
2192	0.02158704074
2193	0.02157169703
2194	0.02156813297
2195	0.02156312116
2196	0.02154866096
2197	0.02152931615
2198	0.02151272603
2199	0.02149417388
2200	0.02146823144
2201	0.0214521026
2202	0.02144791678
2203	0.02144174458
2204	0.02141519732
2205	0.02141068323
2206	0.02139381902
2207	0.02138065299
2208	0.0213681022
2209	0.0213639933
2210	0.02135580165
2211	0.02133731741
2212	0.02132088106
2213	0.02128395347
2214	0.02126872054
2215	0.02125400983
2216	0.02124085741
2217	0.02122324237
2218	0.02121909968
2219	0.02121041621
2220	0.02120046585
2221	0.02117676458
2222	0.02116355719
2223	0.02115492139
2224	0.02113443951
2225	0.02112951664
2226	0.02111878494
2227	0.02110544785
2228	0.02109718782
2229	0.0210706988
2230	0.02105790792
2231	0.02103447405
2232	0.02103182392
2233	0.02101801158
2234	0.02100478665
2235	0.02099605262
2236	0.02098989972
2237	0.02098173131
2238	0.02097319532
2239	0.02092547319
2240	0.02091625845
2241	0.0208969192
2242	0.02089362767
2243	0.0208833826
2244	0.02086037971
2245	0.02085011717
2246	0.02079617782
2247	0.02077705743
2248	0.02076209289
2249	0.02075140155
2250	0.020742016
2251	0.02073599241
2252	0.02072768858
2253	0.02071719719
2254	0.02070701369
2255	0.02070018444
2256	0.02068456052
2257	0.02067935321
2258	0.02067068089
2259	0.02065507586
2260	0.02064541673
2261	0.02062511894
2262	0.02061333316
2263	0.02059817088
2264	0.0205868836
2265	0.02056841944
2266	0.02056096175
2267	0.02054776803
2268	0.02051999462
2269	0.02050626609
2270	0.02048737832
2271	0.02047768379
2272	0.02047295982
2273	0.02045351124
2274	0.02043928681
2275	0.02041457933
2276	0.0204067297
2277	0.02039744876
2278	0.0203910723
2279	0.02038029879
2280	0.02037446056
2281	0.02035758062
2282	0.02035539002
2283	0.02034252099
2284	0.02033095556
2285	0.02032870038
2286	0.02032722256
2287	0.02032162015
2288	0.02030407415
2289	0.02028972935
2290	0.020287553
2291	0.02026157692
2292	0.02023246233
2293	0.02022402481
2294	0.02020708993
2295	0.02019614344
2296	0.02018896392
2297	0.02015553482
2298	0.02013859132
2299	0.0201219639
2300	0.02009657677
2301	0.02009014392
2302	0.02008198178
2303	0.02006480123
2304	0.02003775116
2305	0.02003123359
2306	0.02002777706
2307	0.02002447884
2308	0.02001149363
2309	0.01998009091
2310	0.01997431432
2311	0.01995888305
2312	0.01995262336
2313	0.01994839631
2314	0.01993808447
2315	0.01992459064
2316	0.01991031628
2317	0.01990550312
2318	0.0198969561
2319	0.01989000616
2320	0.01987932173
2321	0.01986914974
2322	0.01986217651
2323	0.01985531384
2324	0.01981923754
2325	0.01981176581
2326	0.01980474337
2327	0.01978503064
2328	0.01978236399
2329	0.01977202938
2330	0.01976662017
2331	0.0197608181
2332	0.01974979978
2333	0.01970960548
2334	0.01970147906
2335	0.01969830679
2336	0.01968249187
2337	0.01967546597
2338	0.01966730532
2339	0.01966272779
2340	0.01964844043
2341	0.01962786226
2342	0.01962072406
2343	0.01961274855
2344	0.01960784375
2345	0.0195855882
2346	0.01956925648
2347	0.01954968085
2348	0.01954102471
2349	0.01953110313
2350	0.01952544267
2351	0.01952080685
2352	0.01950993106
2353	0.01950158984
2354	0.01948955611
2355	0.01948295231
2356	0.01946603187
2357	0.01945949755
2358	0.01944488651
2359	0.01943559176
2360	0.01941471073
2361	0.01941127779
2362	0.01940153987
2363	0.0193933336
2364	0.01938455817
2365	0.01936626165
2366	0.01934775786
2367	0.01933505764
2368	0.01930808191
2369	0.0192976418
2370	0.01928677266
2371	0.01927366999
2372	0.01927319978
2373	0.01926676199
2374	0.01925630372
2375	0.01924989139
2376	0.01921033957
2377	0.0192081598
2378	0.01920264467
2379	0.01920031939
2380	0.0191953357
2381	0.01918813862
2382	0.01915775542
2383	0.0191506717
2384	0.01913808147
2385	0.01913240186
2386	0.01912803862
2387	0.01911846545
2388	0.01910085988
2389	0.01909717783
2390	0.01908159819
2391	0.01906194717
2392	0.0190451007
2393	0.01902514551
2394	0.0190131937
2395	0.01900656382
2396	0.01899168989
2397	0.01896193653
2398	0.01894238913
2399	0.01893214852
2400	0.01891912011
2401	0.01891417818
2402	0.01889924007
2403	0.0188760607
2404	0.01886998726
2405	0.01886259949
2406	0.01885434998
2407	0.01884085492
2408	0.01883468941
2409	0.01882365183
2410	0.0188148388
2411	0.0188109634
2412	0.01880942912
2413	0.01880446628
2414	0.01879565941
2415	0.01878292788
2416	0.01876882376
2417	0.01874976081
2418	0.01874037513
2419	0.01873266614
2420	0.01871532399
2421	0.01870819074
2422	0.01868491649
2423	0.01867608547
2424	0.01867094257
2425	0.0186654677
2426	0.01864559404
2427	0.01862881203
2428	0.01861544385
2429	0.01860764448
2430	0.01860441697
2431	0.01860164916
2432	0.01859543648
2433	0.01858236359
2434	0.0185780422
2435	0.01857191003
2436	0.018566353
2437	0.01855583151
2438	0.01853310631
2439	0.01851671711
2440	0.01848821108
2441	0.01848318449
2442	0.01847774152
2443	0.01846810343
2444	0.01844316607
2445	0.01843348705
2446	0.01842712899
2447	0.01842234311
2448	0.01837537817
2449	0.0183636471
2450	0.01835817368
2451	0.01835240156
2452	0.01834868697
2453	0.01834205277
2454	0.01832718806
2455	0.01832055832
2456	0.01831281439
2457	0.01830822006
2458	0.01830454218
2459	0.018292828
2460	0.01829028745
2461	0.0182747619
2462	0.01826567385
2463	0.01825867795
2464	0.01824851631
2465	0.01823688846
2466	0.01822473876
2467	0.018221138
2468	0.018211656
2469	0.01818991991
2470	0.01818718292
2471	0.01818020733
2472	0.01817652772
2473	0.01816875959
2474	0.01815537886
2475	0.0181454058
2476	0.01813414199
2477	0.01812278875
2478	0.0181094339
2479	0.01810576741
2480	0.01810248334
2481	0.01809498276
2482	0.01808947866
2483	0.01808789658
2484	0.01807775009
2485	0.01807373848
2486	0.01807235134
2487	0.01806662012
2488	0.01805749726
2489	0.01804907274
2490	0.01804358505
2491	0.01803159145
2492	0.0180276568
2493	0.01802287551
2494	0.01801907049
2495	0.01800929326
2496	0.01800415359
2497	0.01800158263
2498	0.01797243835
2499	0.0179659318
2500	0.01795970259
2501	0.01795388637
2502	0.01794830576
2503	0.01794265012
2504	0.01792806006
2505	0.01791193803
2506	0.01789715163
2507	0.01789247041
2508	0.01787569698
2509	0.01787183709
2510	0.01786821489
2511	0.01785872747
2512	0.01784230454
2513	0.01783954951
2514	0.01783604563
2515	0.01782650031
2516	0.01782383209
2517	0.01781217353
2518	0.01780943587
2519	0.01780341675
2520	0.01779571833
2521	0.01779158668
2522	0.01778568046
2523	0.01777173967
2524	0.01776684472
2525	0.01776096262
2526	0.01774718829
2527	0.01772375078
2528	0.01771056332
2529	0.01770605979
2530	0.01770286268
2531	0.01769936486
2532	0.01766882811
2533	0.01766512548
2534	0.01765429418
2535	0.01765307826
2536	0.01764422786
2537	0.01763159774
2538	0.01762572405
2539	0.01761209801
2540	0.01760490755
2541	0.01758712127
2542	0.01758345116
2543	0.01757885938
2544	0.01757229704
2545	0.01756138084
2546	0.01753694187
2547	0.01751251811
2548	0.017499411
2549	0.01749339951
2550	0.01748977323
2551	0.01748265306
2552	0.0174547138
2553	0.01743734941
2554	0.01743513782
2555	0.01742186503
2556	0.01742000811
2557	0.01741721041
2558	0.017399457
2559	0.01739539523
2560	0.01737341008
2561	0.01735128552
2562	0.0173486219
2563	0.01733868268
2564	0.01731606809
2565	0.01731121686
2566	0.01729487591
2567	0.0172901515
2568	0.01726724536
2569	0.01725840479
2570	0.01725572541
2571	0.0172452415
2572	0.01724134965
2573	0.01722964219
2574	0.01720484372
2575	0.01719761881
2576	0.01719078365
2577	0.01718287168
2578	0.01716824441
2579	0.01713839861
2580	0.01713139758
2581	0.0171269018
2582	0.01711444173
2583	0.01711227327
2584	0.01708722007
2585	0.01707368362
2586	0.01706855135
2587	0.01706064748
2588	0.01705449172
2589	0.01704355578
2590	0.01703821398
2591	0.01703361766
2592	0.01702177277
2593	0.01701601304
2594	0.0170112491
2595	0.01698296686
2596	0.01697888268
2597	0.0169757361
2598	0.0169721962
2599	0.01696375826
2600	0.01694356336
2601	0.01693031543
2602	0.01691925763
2603	0.01691370846
2604	0.0169099915
2605	0.01689551431
2606	0.01688431072
2607	0.01687322341
2608	0.01686063025
2609	0.01685258588
2610	0.0168452176
2611	0.01682925874
2612	0.01682010655
2613	0.01681405117
2614	0.01680575161
2615	0.01680184167
2616	0.01679821877
2617	0.01679031512
2618	0.01678493393
2619	0.01677819784
2620	0.01677008897
2621	0.0167591202
2622	0.016752759
2623	0.01673967502
2624	0.01673193751
2625	0.01672305421
2626	0.01670102013
2627	0.01669412784
2628	0.01669113828
2629	0.01667798116
2630	0.01666831274
2631	0.01665378095
2632	0.01664920164
2633	0.01664555839
2634	0.01663606557
2635	0.01663395008
2636	0.01662200059
2637	0.01662020415
2638	0.01660901132
2639	0.01660222328
2640	0.01659769116
2641	0.01658749368
2642	0.01658061779
2643	0.01657453583
2644	0.01656141665
2645	0.01655927339
2646	0.01654462591
2647	0.01654069879
2648	0.0165383588
2649	0.01653126042
2650	0.01651811092
2651	0.01651257832
2652	0.01649662094
2653	0.01649004791
2654	0.01648823786
2655	0.01648663881
2656	0.01647312698
2657	0.01644973721
2658	0.01644789695
2659	0.01643602132
2660	0.01642701859
2661	0.01642079414
2662	0.01641068139
2663	0.01639960104
2664	0.01639231513
2665	0.01638957265
2666	0.01638051608
2667	0.0163695802
2668	0.01636125773
2669	0.01635779913
2670	0.01634023015
2671	0.0163339611
2672	0.01633009413
2673	0.01632550279
2674	0.01631371702
2675	0.01630327835
2676	0.0162937493
2677	0.01628701112
2678	0.01627918199
2679	0.01627335255
2680	0.01626655675
2681	0.01626009085
2682	0.01625829093
2683	0.01625289512
2684	0.01624011791
2685	0.01623614244
2686	0.01623043811
2687	0.01622742533
2688	0.01621521241
2689	0.01621004856
2690	0.0162067271
2691	0.01619710829
2692	0.01619296717
2693	0.01618691557
2694	0.01618005749
2695	0.01616263245
2696	0.0161526
2697	0.01613430896
2698	0.01612858682
2699	0.01610203579
2700	0.01609835011
2701	0.01607730916
2702	0.01607167136
2703	0.0160663074
2704	0.01606247273
2705	0.0160581332
2706	0.01604404616
2707	0.01604016392
2708	0.01602962102
2709	0.01602638734
2710	0.01601765097
2711	0.0160083494
2712	0.01599724496
2713	0.01599433194
2714	0.01599236145
2715	0.01598580638
2716	0.01598020234
2717	0.01597561343
2718	0.01595902926
2719	0.01594094443
2720	0.01593232394
2721	0.0159211104
2722	0.01591645371
2723	0.01591136281
2724	0.01589575202
2725	0.01589289502
2726	0.01585870238
2727	0.01585220238
2728	0.01584166919
2729	0.01583408462
2730	0.01581956357
2731	0.01581439483
2732	0.01580529116
2733	0.01579591592
2734	0.01578295138
2735	0.01576790175
2736	0.01576559037
2737	0.0157621257
2738	0.01575256817
2739	0.01573898804
2740	0.01573466408
2741	0.01571090067
2742	0.01570184465
2743	0.01569381576
2744	0.01568895468
2745	0.01567297552
2746	0.01566072501
2747	0.0156567041
2748	0.01564206313
2749	0.01563148677
2750	0.01561830185
2751	0.01561672998
2752	0.01560537147
2753	0.01558781963
2754	0.01558445662
2755	0.01557944254
2756	0.01556171944
2757	0.01554556792
2758	0.01554171992
2759	0.01554018095
2760	0.01553352427
2761	0.0155242559
2762	0.01551550109
2763	0.0155025802
2764	0.01548799288
2765	0.01547121266
2766	0.01546202355
2767	0.01545814423
2768	0.01545076744
2769	0.01544262813
2770	0.01543710359
2771	0.01542003736
2772	0.01541154451
2773	0.01540700296
2774	0.01540370994
2775	0.01539834345
2776	0.01539611936
2777	0.01539324183
2778	0.01539070678
2779	0.01538618623
2780	0.01537954743
2781	0.01537492096
2782	0.01536375444
2783	0.01534961051
2784	0.01534875074
2785	0.01533442971
2786	0.01532970189
2787	0.01532486537
2788	0.01531840656
2789	0.01531521331
2790	0.01531297979
2791	0.01530962655
2792	0.01530096372
2793	0.01529077448
2794	0.01528432222
2795	0.01528047311
2796	0.01527875467
2797	0.01526893889
2798	0.01526234466
2799	0.01525988218
2800	0.01524846077
2801	0.01524370152
2802	0.0152326544
2803	0.01522731329
2804	0.01521793918
2805	0.01520792257
2806	0.01520264047
2807	0.01519040506
2808	0.01517970289
2809	0.01517670934
2810	0.01515922972
2811	0.01514481703
2812	0.01514034522
2813	0.01513271693
2814	0.01512428068
2815	0.01510616504
2816	0.01509778308
2817	0.01509425843
2818	0.01508835926
2819	0.01508586002
2820	0.01508081427
2821	0.01507761285
2822	0.0150748158
2823	0.01506578777
2824	0.01505941686
2825	0.01505263657
2826	0.01504794752
2827	0.0150418555
2828	0.01503319657
2829	0.01502781568
2830	0.0150181085
2831	0.01501664496
2832	0.01500800203
2833	0.01500204347
2834	0.01498698736
2835	0.0149824545
2836	0.01497989431
2837	0.01497570808
2838	0.01497483586
2839	0.01495628169
2840	0.01494628731
2841	0.01494149379
2842	0.01493413021
2843	0.01493016549
2844	0.01492352117
2845	0.01491717959
2846	0.01491209279
2847	0.01490959315
2848	0.01490560617
2849	0.01489847
2850	0.01489151592
2851	0.01488145645
2852	0.01487427771
2853	0.01487088463
2854	0.01486060996
2855	0.01484720952
2856	0.01483356867
2857	0.01482745223
2858	0.01481689322
2859	0.01481045198
2860	0.01479994667
2861	0.01479470327
2862	0.01479156558
2863	0.01478914719
2864	0.01478638335
2865	0.01477540062
2866	0.01477215827
2867	0.01476284788
2868	0.01475515621
2869	0.01475083284
2870	0.01474655286
2871	0.01473432353
2872	0.01471973402
2873	0.01470746761
2874	0.01469815349
2875	0.01469115858
2876	0.01468100857
2877	0.0146754341
2878	0.01466540733
2879	0.01466005226
2880	0.01464657028
2881	0.01464017553
2882	0.01463233911
2883	0.01463040623
2884	0.01461385126
2885	0.01460360491
2886	0.01459973611
2887	0.01459487813
2888	0.01458761491
2889	0.01457452506
2890	0.01456975175
2891	0.01456596031
2892	0.01455984609
2893	0.01455438593
2894	0.01455183556
2895	0.01453607403
2896	0.01453144443
2897	0.01451752489
2898	0.01451060384
2899	0.01450633664
2900	0.01449316056
2901	0.01448685783
2902	0.01448447457
2903	0.01447459375
2904	0.01446588579
